x (m),Temperature (K),Tw(K),Velocity (m/s),Heat Release Rate (J/s/m3),X_H2,X_H,X_O,X_O2,X_OH,X_H2O,X_HO2,X_H2O2,X_OHV,X_N,X_NH,X_NH2,X_NH3,X_NNH,X_NO,X_NO2,X_N2O,X_HNO,X_N2H2,X_H2NN,X_N2H3,X_N2H4,X_H2NO,X_HNO2,X_HONO2,X_HNOH,X_HONO,X_HON,X_NO3,X_N2O4,X_N2O3,X_CO,X_CO2,X_CH4,X_C2H6,X_HE,X_AR,X_N2
0.06625,1388.48,1378.23,0.488945,2.19264e+06,0.00334965,0.000193657,1.95156e-05,0.00125222,0.000408099,0.306289,6.86947e-07,4.83492e-07,1.35405e-15,1.77553e-09,3.42553e-09,1.56287e-08,2.4667e-07,1.32571e-10,0.00129518,4.2865e-07,7.09715e-06,1.73189e-07,9.13e-13,2.40043e-15,1.43502e-15,3.42543e-15,1.79369e-11,9.74509e-10,1.35082e-19,1.65396e-12,8.31983e-07,2.34627e-12,7.02475e-12,4.18577e-20,5.08947e-17,1.25202e-20,0,0,0,1.84879e-20,1.10813e-31,0.687182
0.0665625,1386.55,1378.81,0.488229,1.74957e+06,0.00317897,0.000167959,1.61722e-05,0.00111977,0.000370211,0.306603,6.00224e-07,4.22363e-07,9.69061e-16,1.02292e-09,2.17328e-09,7.42508e-09,1.19481e-07,1.14613e-10,0.00129494,4.20503e-07,5.02124e-06,1.672e-07,3.31569e-13,7.78683e-16,4.57969e-16,7.60007e-16,1.42422e-11,9.77469e-10,1.35433e-19,1.34416e-12,7.79324e-07,2.04429e-12,6.25806e-12,4.04853e-20,4.98646e-17,1.25212e-20,0,0,0,1.84892e-20,1.10805e-31,0.687242
0.066875,1385.24,1379.39,0.487733,1.41971e+06,0.00303347,0.000147249,1.3576e-05,0.00100943,0.000338408,0.306865,5.27789e-07,3.70374e-07,7.11134e-16,6.66616e-10,1.54879e-09,3.75193e-09,6.11025e-08,1.0027e-10,0.00129475,4.11314e-07,3.67526e-06,1.61798e-07,1.5494e-13,3.49145e-16,1.82298e-16,1.64627e-16,1.2346e-11,9.76539e-10,1.35744e-19,1.16627e-12,7.29283e-07,1.79802e-12,5.56192e-12,3.88675e-20,4.90067e-17,1.2522e-20,0,0,0,1.84904e-20,1.10802e-31,0.687293
0.0671875,1384.36,1379.97,0.487396,1.16951e+06,0.00290807,0.000130358,1.1532e-05,0.000916429,0.000311439,0.307087,4.66897e-07,3.26256e-07,5.33744e-16,4.75602e-10,1.20094e-09,2.01619e-09,3.28351e-08,8.86499e-11,0.0012946,4.01571e-07,2.77192e-06,1.56845e-07,9.15047e-14,2.09788e-16,9.01083e-17,2.85834e-17,1.12437e-11,9.72474e-10,1.3602e-19,1.05066e-12,6.82732e-07,1.59535e-12,4.94096e-12,3.71309e-20,4.82842e-17,1.25228e-20,0,0,0,1.84915e-20,1.10801e-31,0.687336
0.0675,1383.77,1380.29,0.487164,977028,0.00279897,0.000116426,9.90149e-06,0.000837355,0.000288327,0.307276,4.15474e-07,2.88843e-07,4.08774e-16,3.609e-10,9.8513e-10,1.14392e-09,1.83025e-08,7.91083e-11,0.00129446,3.91672e-07,2.14665e-06,1.52304e-07,6.40697e-14,1.51317e-16,5.32402e-17,0,1.05163e-11,9.65994e-10,1.36266e-19,9.67493e-13,6.40146e-07,1.42711e-12,4.39429e-12,3.53746e-20,4.7671e-17,1.25235e-20,0,0,0,1.84925e-20,1.10799e-31,0.687374
0.068125,1383.28,1380.92,0.48695,711240,0.00262122,9.54336e-05,7.56021e-06,0.000713678,0.000251843,0.307576,3.36003e-07,2.31026e-07,2.55615e-16,2.37903e-10,7.45897e-10,5.2487e-10,7.8998e-09,6.48072e-11,0.00129424,3.72622e-07,1.43558e-06,1.44358e-07,4.3551e-14,1.02047e-16,2.89123e-17,0,9.6032e-12,9.47909e-10,1.36675e-19,8.54715e-13,5.67384e-07,1.17162e-12,3.51683e-12,3.20513e-20,4.67209e-17,1.25246e-20,0,0,0,1.84943e-20,1.108e-31,0.687437
0.06875,1383.52,1382.1,0.487001,535919,0.00247971,8.00574e-05,5.93828e-06,0.000617675,0.000223467,0.30781,2.75779e-07,1.87481e-07,1.68491e-16,1.69321e-10,6.00637e-10,3.0367e-10,4.18743e-09,5.43981e-11,0.00129406,3.5365e-07,1.02564e-06,1.37349e-07,3.38089e-14,7.55023e-17,1.92907e-17,0,8.92817e-12,9.24615e-10,1.37012e-19,7.72232e-13,5.05282e-07,9.82778e-13,2.82779e-12,2.88443e-20,4.59816e-17,1.25255e-20,0,0,0,1.84961e-20,1.10803e-31,0.687486
0.069375,1384.3,1383.53,0.48725,415364,0.00236475,6.8443e-05,4.77576e-06,0.000541458,0.00020088,0.307997,2.29279e-07,1.54138e-07,1.16002e-16,1.26466e-10,5.00856e-10,2.12079e-10,2.73583e-09,4.65747e-11,0.00129391,3.35208e-07,7.74272e-07,1.31095e-07,2.78129e-14,5.82035e-17,1.42036e-17,1.82038e-18,8.37188e-12,8.97744e-10,1.37292e-19,7.07475e-13,4.52093e-07,8.39115e-13,2.28728e-12,2.58521e-20,4.53926e-17,1.25262e-20,0,0,0,1.84979e-20,1.10806e-31,0.687527
0.07,1385.56,1385.4,0.487671,329514,0.00226981,5.94407e-05,3.9186e-06,0.000479903,0.000182578,0.308148,1.92795e-07,1.28179e-07,8.28433e-17,9.77501e-11,4.27167e-10,1.674e-10,2.11631e-09,4.05388e-11,0.00129379,3.17512e-07,6.11961e-07,1.25425e-07,2.357e-14,4.60219e-17,1.09959e-17,2.75127e-18,7.88791e-12,8.68507e-10,1.37525e-19,6.5438e-13,4.06128e-07,7.27059e-13,1.8617e-12,2.31094e-20,4.49151e-17,1.25268e-20,0,0,0,1.84999e-20,1.10809e-31,0.68756
0.0709375,1387.91,1388.21,0.488469,242861,0.00215639,4.94472e-05,3.01995e-06,0.000408848,0.00016124,0.308325,1.52265e-07,9.96616e-08,5.33518e-17,7.0167e-11,3.47963e-10,1.34249e-10,1.78005e-09,3.38597e-11,0.00129363,2.93451e-07,4.67711e-07,1.18025e-07,1.91087e-14,3.37473e-17,7.96613e-18,3.2565e-18,7.27936e-12,8.23534e-10,1.37804e-19,5.91706e-13,3.4987e-07,6.02116e-13,1.39476e-12,1.96069e-20,4.43636e-17,1.25275e-20,0,0,0,1.85033e-20,1.10811e-31,0.687601
0.071875,1390.47,1391.03,0.489346,185168,0.00206631,4.20518e-05,2.39296e-06,0.000353752,0.000144444,0.308463,1.22488e-07,7.90507e-08,3.61566e-17,5.25309e-11,2.9038e-10,1.14376e-10,1.64554e-09,2.89208e-11,0.0012935,2.71679e-07,3.78012e-07,1.11654e-07,1.59094e-14,2.55919e-17,6.00376e-18,3.41007e-18,6.77892e-12,7.78677e-10,1.38026e-19,5.43018e-13,3.04581e-07,5.09525e-13,1.06117e-12,1.6683e-20,4.39329e-17,1.25281e-20,0,0,0,1.85077e-20,1.10813e-31,0.687633
0.07375,1395.73,1396.65,0.491166,118823,0.0019377,3.23998e-05,1.63693e-06,0.000278943,0.000120985,0.308654,8.47808e-08,5.33834e-08,1.93319e-17,3.31649e-11,2.16384e-10,9.11106e-11,1.56025e-09,2.24796e-11,0.0012933,2.36479e-07,2.86824e-07,1.01539e-07,1.1848e-14,1.63047e-17,3.7873e-18,3.33955e-18,6.03453e-12,6.9734e-10,1.38335e-19,4.75231e-13,2.3991e-07,3.88548e-13,6.59318e-13,1.24524e-20,4.33472e-17,1.25289e-20,0,0,0,1.85212e-20,1.10816e-31,0.68768
0.075625,1398.58,1399.09,0.492145,81905.2,0.00184533,2.60338e-05,1.17268e-06,0.000226578,0.000103125,0.308789,6.14687e-08,3.81341e-08,1.13025e-17,2.2624e-11,1.68916e-10,7.5219e-11,1.51667e-09,1.81491e-11,0.00129313,2.09021e-07,2.36125e-07,9.46329e-08,9.36107e-15,1.12599e-17,2.60292e-18,3.20184e-18,5.60286e-12,6.30023e-10,1.38558e-19,4.35733e-13,1.97976e-07,3.10469e-13,4.33592e-13,9.64506e-21,4.29338e-17,1.25295e-20,0,0,0,1.85459e-20,1.10819e-31,0.687715
0.0775,1399.42,1399.48,0.492424,59302,0.00177638,2.15271e-05,8.65844e-07,0.000188347,8.88229e-05,0.30889,4.61946e-08,2.83827e-08,7.01503e-18,1.62514e-11,1.3629e-10,6.32976e-11,1.48339e-09,1.50293e-11,0.00129298,1.87063e-07,2.05246e-07,8.9897e-08,7.71838e-15,8.24138e-18,1.90264e-18,3.05653e-18,5.3694e-12,5.74732e-10,1.38725e-19,4.12967e-13,1.69168e-07,2.56304e-13,2.97973e-13,7.69859e-21,4.26313e-17,1.253e-20,0,0,0,1.85927e-20,1.10822e-31,0.68774
0.079375,1399.87,1399.87,0.492566,44230.1,0.00172353,1.81559e-05,6.54209e-07,0.000159537,7.73041e-05,0.308967,3.55655e-08,2.16137e-08,4.55896e-18,1.21157e-11,1.12347e-10,5.39983e-11,1.45481e-09,1.26858e-11,0.00129286,1.68316e-07,1.84637e-07,8.60684e-08,6.5173e-15,6.25506e-18,1.43797e-18,2.88051e-18,5.21964e-12,5.25772e-10,1.38854e-19,3.97891e-13,1.4672e-07,2.15978e-13,2.0983e-13,6.21742e-21,4.24044e-17,1.25303e-20,0,0,0,1.86822e-20,1.10825e-31,0.68776
0.08125,1400.04,1400,0.492616,33802,0.00168217,1.55604e-05,5.04192e-07,0.000137321,6.78975e-05,0.309027,2.79524e-08,1.67839e-08,3.08135e-18,9.30867e-12,9.4207e-11,4.65769e-11,1.42883e-09,1.08759e-11,0.00129276,1.52233e-07,1.69777e-07,8.28703e-08,5.60064e-15,4.88704e-18,1.11496e-18,2.68766e-18,5.12635e-12,4.82321e-10,1.38956e-19,3.87932e-13,1.28809e-07,1.85039e-13,1.51083e-13,5.07674e-21,4.22309e-17,1.25304e-20,0,0,0,1.88543e-20,1.10826e-31,0.687776
0.085,1400.05,1400,0.492604,21418.5,0.00162506,1.20386e-05,3.23075e-07,0.000107793,5.43404e-05,0.309109,1.86672e-08,1.08841e-08,1.61156e-18,6.04411e-12,7.00392e-11,3.60972e-11,1.38293e-09,8.41524e-12,0.0012926,1.27785e-07,1.50378e-07,7.78936e-08,4.35238e-15,3.25885e-18,7.26314e-19,2.31117e-18,5.04324e-12,4.12763e-10,1.39093e-19,3.77649e-13,1.03325e-07,1.43153e-13,8.59882e-14,3.56724e-21,4.20084e-17,1.25288e-20,0,0,0,1.96774e-20,1.10829e-31,0.687798
0.08875,1400.04,1400,0.492589,14136.3,0.00158573,9.60617e-06,2.15928e-07,8.75033e-05,4.44052e-05,0.309166,1.30002e-08,7.33471e-09,9.2114e-19,4.17131e-12,5.36928e-11,2.85967e-11,1.34055e-09,6.71522e-12,0.00129248,1.08501e-07,1.3592e-07,7.36534e-08,3.46279e-15,2.28651e-18,4.91968e-19,1.93356e-18,5.03081e-12,3.55163e-10,1.39193e-19,3.73942e-13,8.45985e-08,1.14229e-13,5.14935e-14,2.56449e-21,4.18604e-17,1.25152e-20,0,0,0,2.20298e-20,1.10832e-31,0.687814
0.0925,1400.03,1400,0.492578,9658.06,0.00155873,7.877e-06,1.50227e-07,7.30575e-05,3.70192e-05,0.309206,9.4081e-09,5.13173e-09,5.71643e-19,3.03638e-12,4.23041e-11,2.31393e-11,1.30143e-09,5.50661e-12,0.00129238,9.3287e-08,1.2421e-07,6.99528e-08,2.80342e-15,1.6724e-18,3.44383e-19,1.58729e-18,5.06373e-12,3.08069e-10,1.39304e-19,3.74421e-13,7.06288e-08,9.3667e-14,3.25174e-14,1.89023e-21,4.1758e-17,1.2417e-20,0,0,0,2.87558e-20,1.10836e-31,0.687824
0.09625,1400.02,1400,0.492572,7067.48,0.00154277,6.751e-06,1.12584e-07,6.31307e-05,3.20391e-05,0.309233,7.24158e-09,3.86048e-09,3.99404e-19,2.38714e-12,3.5028e-11,1.95346e-11,1.26971e-09,4.71956e-12,0.0012923,8.23283e-08,1.15075e-07,6.70723e-08,2.35524e-15,1.30765e-18,2.57809e-19,1.3239e-18,5.11842e-12,2.73947e-10,1.39785e-19,3.77192e-13,6.11855e-08,8.02762e-14,2.25783e-14,1.46842e-21,4.16858e-17,1.17198e-20,0,0,0,4.79879e-20,1.10836e-31,0.68783
0.1,1400.02,1400,0.492572,7068.4,0.00154277,6.751e-06,1.12584e-07,6.31307e-05,3.20391e-05,0.309233,7.24158e-09,3.86048e-09,3.99404e-19,2.38714e-12,3.5028e-11,1.95346e-11,1.26971e-09,4.71956e-12,0.0012923,8.23283e-08,1.15075e-07,6.70723e-08,2.35524e-15,1.30765e-18,2.57809e-19,1.3239e-18,5.11842e-12,2.73947e-10,1.44259e-19,3.77192e-13,6.11855e-08,8.02762e-14,2.25783e-14,1.46842e-21,4.16858e-17,6.77984e-21,0,1.68395e-20,0,1.02981e-19,1.10836e-31,0.68783
